ad_id	watch_id	skip_dur
5uit9k0gRoE	r7WEIbj93uY	5.8
5uit9k0gRoE	c5umgMXPvfw	6.9
7ldX4viB8j0	uBtH2YlNiNc	nan
9NPMkhwfvDY	PN5Nfw35yjk	5.8
KosEAO0b9J8	G1L1jPJUp9A	14.3
nf2Z7aCbpwo	apWMkJmeI3g	7.0
7ldX4viB8j0	pljm0Q7xbd0	6.1
3Br5a1IFpBU	RB-RcX5DS5A	6.0
gJPaJbTfsiQ	qNZRxSh6pe4	7.7
nf2Z7aCbpwo	bapperM069w	6.1
SH7YS24rto8	NYH2lNj2TmA	319.2
Gjav3WZFqXw	ch7WPNMa9oY	5.9
7Z1yBxTUvU4	CMot9oCm8rY	6.3
7ldX4viB8j0	oa5cexDr5gc	5.8
OSqH21Vwp-8	8v1TECc0HiI	5.6
Y8vh1zK9SMQ	W6NdY-KFRyM	5.9
5uit9k0gRoE	8S5l04R3Myg	6.3
p3UI4bwsuTI	oa8uMjrIQ2M	16.2
nf2Z7aCbpwo	vx6xsCNS3nI	6.3
NbtLxLl9BKI	1PvbS8hVRhs	6.8
9NPMkhwfvDY	_bwJURYNvS4	6.1
qVIkIvJN2Go	03BVeXmsmO4	6.0
5uit9k0gRoE	NavVfpp-1L4	36.2
Gjav3WZFqXw	oFygiQ1lO-M	8.0
nf2Z7aCbpwo	tQDKQCLleUY	5.8
5uit9k0gRoE	_26gG7o5V0o	5.8
Gjav3WZFqXw	nYTKd5joCVo	5.7
iualurzsOz4	9s2poDkUEYg	5.8
X1M-9hGo2pA	8AZxUtZ2ZgI	nan
5uit9k0gRoE	kdA9P4g8OwM	11.8
5uit9k0gRoE	hTWKbfoikeg	6.7
ygKKbfEEtl0	2s3iGpDqQpQ	nan
7ldX4viB8j0	JJ0i7z4AY58	6.8
7ldX4viB8j0	wOSv1TIa58M	86.5
y-8zugipO5E	gYASezxrkqA	6.2
Gjav3WZFqXw	6YRXv1Elpf0	6.2
SH7YS24rto8	kX3kFGd2VNQ	236.9
Qv872Cm4Mzs	RGrDqhzJYaU	30.3
7ldX4viB8j0	SVG3rV2-trc	6.6
WVgYOaERNj4	6z4KK7RWjmk	5.9
nf2Z7aCbpwo	a-hx3lHXdUM	20.0
HFa9aW_mSww	RQLhK7sLvzY	5.9
TOn04wCFXMA	Qc7UzQB8gtI	6.1
9NPMkhwfvDY	8HQbyXkbIYI	7.1
nf2Z7aCbpwo	I25IBwGIyRc	nan
9NPMkhwfvDY	dEN2JHHHIwI	33.1
DiNL10a5qHI	L-iepu3EtyE	nan
UaPPRi0c-Fo	qCG3roLFbWs	6.1
Xk7f6J9ekrQ	_zvc_igb2-Y	6.0
Cp4_MtAYglE	VeMeLMYOKaI	15.1
kUdkYCOf6DU	0xDf-_8KvGM	nan
nf2Z7aCbpwo	rdi-4cUHT3k	nan
nf2Z7aCbpwo	ShBzUK4rnI8	6.5
Gjav3WZFqXw	XwvYzmk-NjY	5.8
Gjav3WZFqXw	BdtDlktHrrc	5.7
6v9-QNG7nEo	Pdb3ja-D58U	6.9
y-8zugipO5E	ihgvGPlSkXE	6.0
dbNTMTEAOcU	BsU7KBH4-yQ	14.0
X1M-9hGo2pA	X77nNxxjstw	5.8
nf2Z7aCbpwo	gYASezxrkqA	7.6
4BD7TdTGYSs	TFSIm3Zeecg	nan
TOn04wCFXMA	w7kEzyQJBiw	47.1
IYrJ3ASs-es	S23ocqpfVXE	22.8
fKkYM4eVdPI	Tk4qnBfZA4o	6.2
9NPMkhwfvDY	466ErHOIEZI	7.1
SH7YS24rto8	GvwzZOMf_aM	135.4
Gjav3WZFqXw	9Pes54J8PVw	9.1
siuC-eU-FIw	N17FXwRWEZs	5.7
nf2Z7aCbpwo	TVlgyDtg25U	29.3
y-8zugipO5E	f7mYqAq1NW4	5.7
9NPMkhwfvDY	rEMWJ6IEE0I	7.3
7Z1yBxTUvU4	UkNeq3kL-rY	5.4
nf2Z7aCbpwo	JodtQHde444	13.4
m8bu92ZKvuE	5TVLwrl6_ZU	5.8
iW2Kz4tg9Eg	VjYyKcAKgMQ	5.8
9NPMkhwfvDY	-UoyEQidLH4	nan
9NPMkhwfvDY	iI9svVLLm3w	5.9
IYrJ3ASs-es	CD0nSxBKIJI	nan
7ldX4viB8j0	MToYvR96Ngk	80.8
meTnQqTsM-M	SU3SE7TP8F8	20.3
9NPMkhwfvDY	pFPZUKFBoFE	6.1
RdFtL20EnHo	XzO2Dsvz5AI	11.3
KvA1H4LQ2Ks	5KNWuAZ1DKs	10.2
nf2Z7aCbpwo	Hrg2HZFeqb8	nan
IYrJ3ASs-es	xY_qU0sGX1g	5.8
7ldX4viB8j0	olzJ9MVVxxo	91.4
X1M-9hGo2pA	0sshek5v4v4	63.3
BFzEkHE2jD4	hosbYk7ZLB8	5.9
TOn04wCFXMA	SO3U3TyqYrY	7.8
m8bu92ZKvuE	3yXWHxqLwfs	nan
nf2Z7aCbpwo	KrJZxBelkVs	27.6
9NPMkhwfvDY	Po7dCZYk9FU	15.5
7ldX4viB8j0	MQIMx-0sp9Q	96.9
9NPMkhwfvDY	dJNvTQCRRPs	5.9
nf2Z7aCbpwo	P7mHf-UCZp0	28.4
X1M-9hGo2pA	EHCQ47VHZTA	38.5
SH7YS24rto8	wZLfyoshMH0	328.7
v7EtiaVUj7Y	DXIDzzKopZ8	30.2
nf2Z7aCbpwo	k1dHXUAIjyc	nan
9NPMkhwfvDY	Us-TVg40ExM	6.1
9NPMkhwfvDY	sYhjvQ601rM	5.7
Qv872Cm4Mzs	PCdAwSdmg9k	11.6
7ldX4viB8j0	xATvJ7prZgk	6.4
y-8zugipO5E	GaA2HlasTNc	6.1
4BD7TdTGYSs	w5xf6fy1aHM	14.9
Y9-Ao00aC1M	Lro8c1N0w88	14.1
9NPMkhwfvDY	eYQE1WYSh-U	10.1
nf2Z7aCbpwo	IjJ14sCKhOw	14.5
cFhkPc8wvpk	T7a0M11HIOY	9.4
9NPMkhwfvDY	7TBvE3j2XeI	5.8
TOn04wCFXMA	pFPZUKFBoFE	7.3
SH7YS24rto8	an4ySOlsUMY	44.4
bu2ht9c-FFU	y9aHdr7EvUw	8.0
eIyB_V3Bpig	LgDeVY2W5XQ	6.5
cS9EDSrBCLg	TGyQQUsNLsY	6.3
X1M-9hGo2pA	Tf8LSQNhCDk	5.7
7Z1yBxTUvU4	Rb0UmrCXxVA	18.3
meTnQqTsM-M	8BHf5Rr_hrg	9.6
X1M-9hGo2pA	dbGiDxg8kwM	5.6
eIyB_V3Bpig	TfXBw51xKr0	5.8
m8bu92ZKvuE	iu4WcwS9ZXM	5.8
3Br5a1IFpBU	cO80or3luyA	6.2
Gjav3WZFqXw	AHKcPZja-68	6.0
WVgYOaERNj4	Tf8LSQNhCDk	11.9
X1M-9hGo2pA	C6MOKXm8x50	nan
nf2Z7aCbpwo	EERfrl2oehM	6.3
IYrJ3ASs-es	YrITHP57bYo	nan
egs0YUntY7w	PLgYc5rIW6o	nan
gJPaJbTfsiQ	Dko9CjwCRpk	9.1
nf2Z7aCbpwo	e0Vq1ZtMTH0	26.9
nf2Z7aCbpwo	RZuJ_OHBN78	5.8
Gjav3WZFqXw	JMOyX5cpy4o	nan
nf2Z7aCbpwo	ZGYAB9Rxrtg	nan
TOn04wCFXMA	piSGhB4j5EE	6.8
gJPaJbTfsiQ	qNZRxSh6pe4	36.3
nf2Z7aCbpwo	VPpd-6X3tEo	26.0
7ldX4viB8j0	RIY603Amc0Y	102.9
_rh7QfOUyyI	U8fRouxQDNc	7.2
3Br5a1IFpBU	cou1bU65j9Q	6.1
VFiyy_o-37s	Au2_pgOoJPU	7.3
Gjav3WZFqXw	iojYDSjKK00	5.2
7Z1yBxTUvU4	QT9pn7RwISI	84.2
Qv872Cm4Mzs	GgDse-WFJuQ	15.0
nf2Z7aCbpwo	p34suw1VO2Y	nan
7ldX4viB8j0	Q-pXD0FXLQ8	6.9
Gjav3WZFqXw	Tf8LSQNhCDk	nan
nf2Z7aCbpwo	cCQquR0zOnU	6.8
9NPMkhwfvDY	aCyGvGEtOwc	5.8
nf2Z7aCbpwo	rHWpTeTnfwY	6.7
tgmDOCTHjdM	BLekEVjHI2w	7.1
La61KXDisa0	qvCgzFnFF5I	12.8
p3UI4bwsuTI	_Yn7jjhM_lU	5.6
qVIkIvJN2Go	Yk8jV7r6VMk	5.8
D46R-0dZjhg	6sWvY4zUTJA	nan
Jx9MFSYExK0	a9gotTiu88M	10.9
18gtkUqePpk	7w92s0WOy8Y	nan
7ldX4viB8j0	lMMyQ8jgp8I	5.8
JOPocePQVUA	hOSr8jflyRE	nan
YrG8s9moVqg	65ElSFesiW8	7.3
DiNL10a5qHI	eEn-nTkbEM0	6.2
Gjav3WZFqXw	xRKGKXL1seE	14.0
TOn04wCFXMA	48n_XsRIVr0	6.2
KvA1H4LQ2Ks	SU3SE7TP8F8	142.4
CqM2K1EQsk4	dI8iNlW2cao	9.5
nf2Z7aCbpwo	N2ICtCO8TCw	nan
y-8zugipO5E	8QgczSOaeUQ	7.1
IYrJ3ASs-es	xJzE1m9aELk	5.8
7ldX4viB8j0	S9-y2I0xyM4	92.6
eIyB_V3Bpig	nay2OrladKw	nan
Gjav3WZFqXw	iX-QaNzd-0Y	nan
YTB5EEnfGHo	Tj7jtv4-oVY	37.2
Q-YCvW0Bel8	BT27HIJfuhY	18.7
7ldX4viB8j0	rXKXWZLjvKE	22.5
fZ2VtFtfZ0s	VpwuLBYmzFM	6.3
y-8zugipO5E	5_LxyhCJpsM	5.3
9NPMkhwfvDY	qwjFt8aNKwk	6.2
Qv872Cm4Mzs	zMk1CAp0tXs	57.4
y-8zugipO5E	JSdfwxCKBio	5.7
zqgpy_dnx9E	Rb0UmrCXxVA	12.4
NbtLxLl9BKI	moBZ4BjUsSM	6.4
nf2Z7aCbpwo	km4blTSVFeM	6.5
Gjav3WZFqXw	XTzCIZKgRMo	nan
4BD7TdTGYSs	1mtJLgTI-1o	9.0
y-8zugipO5E	Sz6CscX3_Oo	nan
4JeR_e5PNFg	inn6R3EHGI4	25.8
TOn04wCFXMA	qxkvt19zFSE	5.8
3Br5a1IFpBU	ZCdOf24QHts	7.5
7ldX4viB8j0	KUpvW906p94	6.0
7ldX4viB8j0	em3chhGvlFk	6.5
7Z1yBxTUvU4	LokTpOFq8Es	12.0
TOn04wCFXMA	lR5kKi9gYWM	5.8
eoC-LJ3TLUc	oHJBdDSTbLw	6.3
X1M-9hGo2pA	kVXKRgoM_fw	12.9
9NPMkhwfvDY	fOUjDY7gIWw	13.1
6zbaJc-2wdg	QPUhhEpe75U	7.3
y-8zugipO5E	FZJqdwfxSWU	6.4
tkLl1QS0Kb4	htgkXBO9PJQ	6.6
p3UI4bwsuTI	koHo5-0DVlI	5.8
IYrJ3ASs-es	nlcIKh6sBtc	6.0
7Z1yBxTUvU4	qxkvt19zFSE	7.5
tkLl1QS0Kb4	00kzhQrBU5Y	nan
nf2Z7aCbpwo	31kOycvNMiY	6.9
7ldX4viB8j0	ptCTjvswl-k	nan
p3UI4bwsuTI	7LDdjUGjXgE	6.0
tkLl1QS0Kb4	zeH6ZQPG3IU	6.4
hCjyfXd1EEk	JSOBsc1RTaU	17.3
9NPMkhwfvDY	GEAv91jPsoc	nan
nf2Z7aCbpwo	sSOtIHUJbjk	14.6
TOn04wCFXMA	KUpvW906p94	5.6
hCjyfXd1EEk	nSWCBZnR2iU	5.9
y-8zugipO5E	33k7qlyxbB0	7.4
9NPMkhwfvDY	2bosouX_d8Y	5.2
TOn04wCFXMA	LAPDQ5MlLxE	6.3
eQMGjZlgfaM	OYjZK_6i37M	nan
SH7YS24rto8	OtNjTggageY	8.2
IYrJ3ASs-es	xa-y5RjL1vg	6.1
O_9HWL3cCPY	XpZHUVjQydI	51.6
IYrJ3ASs-es	T0ip40j82ws	6.1
7Z1yBxTUvU4	Z5pWz_OR5Sg	7.3
9NPMkhwfvDY	5-gNGN1855M	21.8
nf2Z7aCbpwo	nMiELBPvLgI	26.8
nf2Z7aCbpwo	S4aYo3i2CM8	6.4
KxTT_8zbqQI	KTnQ02gTGkE	20.2
nf2Z7aCbpwo	6cGA81MBeDU	24.3
7ldX4viB8j0	RQFjIDJztuk	6.3
nf2Z7aCbpwo	huFra1mnIVE	8.7
nf2Z7aCbpwo	huFra1mnIVE	5.8
7ldX4viB8j0	ZQCINxTQlN4	nan
TOn04wCFXMA	73sbW7gjBeo	5.6
WfaFlfEmfCc	FEPFH-gz3wE	6.6
i2s3P88gDTQ	NxT-5K_jKiw	12.6
y-8zugipO5E	kQpkO76sJaU	5.6
IYrJ3ASs-es	8x7Ta89QLo4	5.6
hCjyfXd1EEk	s1bw_manHJw	8.4
7Z1yBxTUvU4	WlEY9o5IDAs	6.0
TOn04wCFXMA	8h_9ON78Eyk	6.3
nf2Z7aCbpwo	e5kBuH0ZdD4	6.8
KxTT_8zbqQI	KsO4wyndOME	5.9
6uFPMth3yBI	hiZ7lKChPMQ	7.7
nf2Z7aCbpwo	X7LtIRj9v68	nan
Qv872Cm4Mzs	GfpSlDl-aKM	7.2
hCjyfXd1EEk	D3JL0PpmYw0	7.7
7ldX4viB8j0	8C6xDjQ66wM	6.7
nf2Z7aCbpwo	uIXV0cir4-E	27.6
e0ORpK-p7DI	FEBt9eA_rDQ	54.0
elprha3yw2E	7d8m0XZYbX8	5.5
TOn04wCFXMA	YDb_DmxTrgw	9.8
nf2Z7aCbpwo	sRtgB_pXAus	nan
hCjyfXd1EEk	3UPLlVqbdCs	6.5
nf2Z7aCbpwo	15CsvymgRAQ	5.8
y-8zugipO5E	aa9D4K8zhVY	6.5
hCjyfXd1EEk	OUs-0m4pTAI	163.0
7Z1yBxTUvU4	Fx3wFI-usmU	7.4
i2s3P88gDTQ	8oTwMvbtd8M	10.8
IYrJ3ASs-es	8SbUC-UaAxE	nan
nf2Z7aCbpwo	DUT5rEU6pqM	6.1
Hy0bdxeyuT0	wltsCoMd3H8	5.9
7ldX4viB8j0	80gy5RA-g68	29.1
nf2Z7aCbpwo	cn8m00EUW3g	11.7
X1M-9hGo2pA	lmxvXIWNEGo	5.9
egs0YUntY7w	tq4PRqa5Sjo	nan
TOn04wCFXMA	SruDH7ifpqQ	nan
s8ekq3Ow1H4	-BLGfuUj_cE	6.9
3Br5a1IFpBU	-CP6ykzsK0M	5.8
rOz7fIQt9x0	fDmUEkdXQDc	5.6
bwPbl2NrBs0	_qEXpe8Lh6U	6.1
nf2Z7aCbpwo	REwH1DvvrFU	nan
nf2Z7aCbpwo	1yYb3tDJhlk	6.4
hCjyfXd1EEk	iPh17-jZbqs	7.1
nf2Z7aCbpwo	tDeoIX4nzjA	6.4
TOn04wCFXMA	igX7hyPUoH4	5.7
9NPMkhwfvDY	IAHubZ1qgMo	5.4
nf2Z7aCbpwo	LGumE9nkP3o	6.1
p3UI4bwsuTI	krZS5IDHUKg	5.7
bqu6uSZuCVM	P7mHf-UCZp0	nan
nf2Z7aCbpwo	wUEA5NWlQU0	6.4
7Z1yBxTUvU4	LUzW4sknrYo	10.9
hCjyfXd1EEk	1cdAVT6Quqo	6.0
7ldX4viB8j0	-FsWe2sc7mA	6.0
3Br5a1IFpBU	iPh17-jZbqs	10.3
y-8zugipO5E	HRcv-5ZCZ7s	47.5
X1M-9hGo2pA	8vsYFEo4GPg	6.5
7Z1yBxTUvU4	FNFsnyk6a0I	5.8
hCjyfXd1EEk	0sshek5v4v4	32.3
kTr9stCJHwk	djjjvG_it_M	5.3
hCjyfXd1EEk	uIXV0cir4-E	5.5
9NPMkhwfvDY	bj8-_QKN31o	5.8
7ldX4viB8j0	mq59iE3MhXM	6.4
3tXQ-B2oXJ8	bqakE_d6M6A	6.1
SH7YS24rto8	iPh17-jZbqs	22.3
ethS2A0D5SQ	VoApSJM0UjQ	7.0
eKJdcW2k048	leuzALZnQCM	nan
y-8zugipO5E	mY_Fve5Xc9A	6.2
7ldX4viB8j0	8WYHDfJDPDc	7.3
wI7Q3zd0yRc	QAISRznzOHw	6.2
nf2Z7aCbpwo	Ib2w8LhCWck	nan
7ldX4viB8j0	zI0eppS8QH0	90.1
tV1vF7Oaye8	pAgnJDJN4VA	nan
TOn04wCFXMA	kjwpRVHKN4U	6.1
7ldX4viB8j0	3UyNOarPeRA	nan
NZb0XKHgtjo	cMFWFhTFohk	6.8
hCjyfXd1EEk	cVtKwVz1wuE	9.3
elprha3yw2E	ArLdDoVnvYs	nan
hCjyfXd1EEk	QYwyaCd8MyI	6.5
hCjyfXd1EEk	aAihjDr9_w4	5.9
9NPMkhwfvDY	7asdsREKmK4	5.9
nf2Z7aCbpwo	0Z1LtxN9Q6c	7.2
y-8zugipO5E	L8ULB0PZyWA	6.5
TOn04wCFXMA	6pK9uqF4y7c	6.7
nf2Z7aCbpwo	xe_Z7DdbixE	7.1
nf2Z7aCbpwo	5gFVzZJ0g00	nan
9NPMkhwfvDY	2GADx4Hy-Gg	5.5
7Z1yBxTUvU4	UV2sTEwjuIU	7.3
7ldX4viB8j0	nPvuNsRccVw	14.2
IYrJ3ASs-es	q3svW8PM_jc	10.4
7ldX4viB8j0	PNu_-deVemE	6.4
IYrJ3ASs-es	dZNBz0R3ik8	11.3
KlqB1UNV7O4	iVTqZgMk0vs	5.9
18gtkUqePpk	UojvE0crjf0	6.5
SH7YS24rto8	xaCcjmiO-GU	61.9
X1M-9hGo2pA	xJMLuAPxZlw	5.5
TOn04wCFXMA	zuTigX7K1JE	7.0
jVuLtLFvReQ	9uPRdKCCBUg	5.8
TOn04wCFXMA	oQzdjMOS348	9.8
Y3HyO-xq7d8	OR4mUQ1b4EQ	13.1
nf2Z7aCbpwo	OLL97Phmy2M	6.6
o4uMf4f2TYg	5gFVzZJ0g00	nan
7ldX4viB8j0	IiCFDt3weLY	6.0
nf2Z7aCbpwo	S200b8WaWyI	6.4
egs0YUntY7w	xFu3zUaqokY	5.8
7Z1yBxTUvU4	a4uMhfseu2M	6.6
Jx9MFSYExK0	h0ABwUhMLF4	6.0
7ldX4viB8j0	RB-RcX5DS5A	11.7
7ldX4viB8j0	Sq49y8kmato	nan
TOn04wCFXMA	kA-O4qZbmfU	11.1
Gjav3WZFqXw	AQHGYHkcakM	nan
nf2Z7aCbpwo	X0MgmtqIcwk	18.3
7ldX4viB8j0	fN3t_Kl-lSQ	5.7
elprha3yw2E	5YXVMCHG-Nk	6.7
7Z1yBxTUvU4	TQj89_UWyIA	6.0
IYrJ3ASs-es	QQZojVWXlWQ	5.7
nf2Z7aCbpwo	ECBFxEgLwAQ	13.2
NbtLxLl9BKI	-LbwzCKPU6I	6.0
TOn04wCFXMA	qG_zNetKm_o	11.6
wI7Q3zd0yRc	h0ABwUhMLF4	nan
aOsOpo27R_o	HMUDVMiITOU	6.0
eKJdcW2k048	ZxK9FK_tL2M	nan
IYrJ3ASs-es	uKgK91zCq44	6.3
pqWdEASwy1o	_XWWzCn3nXI	6.8
3gafylo_CYg	jrolhm3CES0	7.7
nf2Z7aCbpwo	Rb0UmrCXxVA	6.1
nf2Z7aCbpwo	73sbW7gjBeo	6.0
elprha3yw2E	avgMaWsJcRM	nan
TOn04wCFXMA	ibJDmz3pnDw	6.0
6gDbWi7zt6I	thLMZIWHABQ	6.0
nf2Z7aCbpwo	gbO2_077ixs	nan
TOn04wCFXMA	sgFJM5IvL6w	34.3
9NPMkhwfvDY	jkleUeAg91c	5.7
7ldX4viB8j0	mYPCYboEpmk	28.9
nf2Z7aCbpwo	yzTT7fKjexY	5.9
7Z1yBxTUvU4	N-aK6JnyFmk	7.4
6zbaJc-2wdg	Xs9yFtgjpTk	6.0
nf2Z7aCbpwo	7wFegFsb9TY	6.2
nf2Z7aCbpwo	Uchk1kXZBXU	5.9
y-8zugipO5E	GzKFEx-wsJo	16.6
TOn04wCFXMA	mRwm6I-RiMA	19.0
7Z1yBxTUvU4	Uchk1kXZBXU	5.3
TOn04wCFXMA	II3z353OZWA	10.1
egs0YUntY7w	VqHy41e7ouU	7.4
7Z1yBxTUvU4	rA7u04u5W5E	7.7
DiNL10a5qHI	sqGP6p0mNc8	18.6
Xk7f6J9ekrQ	8JDr_z8AUTU	6.0
9NPMkhwfvDY	8fLZLLoaiO4	6.0
nf2Z7aCbpwo	73sbW7gjBeo	10.8
nf2Z7aCbpwo	PNu_-deVemE	12.3
7Z1yBxTUvU4	ajJ2_WM1EIg	nan
7ldX4viB8j0	hvUZ33H17r4	16.8
nf2Z7aCbpwo	aNoodrSOGzQ	6.3
7ldX4viB8j0	luh8dtyyqsI	nan
nf2Z7aCbpwo	YxIiPLVR6NA	24.8
qxuygZ7AWaU	RCI1B3B0y2w	nan
Qv872Cm4Mzs	4LNrtUi5lrI	nan
nf2Z7aCbpwo	PNu_-deVemE	nan
TOn04wCFXMA	PNu_-deVemE	35.4
TOn04wCFXMA	dQsjAbZDx-4	6.3
p3UI4bwsuTI	dNWN26wsvOA	nan
nf2Z7aCbpwo	wygy721nzRc	27.1
nf2Z7aCbpwo	AAoHKXTeSa0	5.8
nf2Z7aCbpwo	YFyx5-IDUDw	6.6
7ldX4viB8j0	NrLkTZrPZA4	6.9
TcZgFkbFcmU	CGyEd0aKWZE	30.6
Vo1MM6dGKoM	RCI1B3B0y2w	6.8
DIj9-lU7OsQ	44PnHzCFLWA	10.7
9NPMkhwfvDY	92cwKCU8Z5c	5.9
nf2Z7aCbpwo	7VE6PNwmr9g	5.9
L_XYEV1-_RQ	j4-Gt6dUVj0	7.5
9NPMkhwfvDY	c3nScN89Klo	5.9
7Z1yBxTUvU4	NyzPSNlmDVU	7.0
nf2Z7aCbpwo	9erujVzMeLY	13.8
9NPMkhwfvDY	ON7bLYwRX_o	7.4
nf2Z7aCbpwo	iUrzicaiRLU	5.8
qMCXAUfX8po	XmSdTa9kaiQ	5.9
tLf2oMCRTiY	McEoTIqoRKk	6.3
nf2Z7aCbpwo	XYheo1EIktQ	25.3
6RtR_P0WSrs	652SrU4hxPs	6.1
nf2Z7aCbpwo	JRfuAukYTKg	5.8
6zbaJc-2wdg	hdmIhCkp3p4	5.7
nf2Z7aCbpwo	gh-yAFxdv0E	6.7
7Z1yBxTUvU4	ajJ2_WM1EIg	nan
kUdkYCOf6DU	RBumgq5yVrA	6.1
7ldX4viB8j0	co6WMzDOh1o	5.8
TOn04wCFXMA	zCXkR4pkGfU	7.3
7ldX4viB8j0	wcP7jGqBKgg	6.0
pd6uHj8cgvA	_XCzmNoNgLc	5.7
2N5Xf-8HZls	BZurDfhSiuc	16.4
DiNL10a5qHI	YVw7eJ0vGfM	5.6
Cr0uQqjw-Qg	yAMbEPZfWCY	17.6
nf2Z7aCbpwo	pmpB-lOsaTA	nan
6gDbWi7zt6I	MH6TJU0qWoY	29.0
2N5Xf-8HZls	7_WWz2DSnT8	5.3
tLf2oMCRTiY	5dbEhBKGOtY	5.8
y-8zugipO5E	mLk4EH9FWwI	nan
0FVqEeHi5Jk	0qstDKkoRPE	5.8
TOn04wCFXMA	-crgQGdpZR0	6.3
KosEAO0b9J8	FC05NPt2i8A	5.7
TOn04wCFXMA	6h4HbhH7okU	nan
2N5Xf-8HZls	4-R314tcUFw	8.2
2N5Xf-8HZls	BDGvUR86aTc	5.7
7ldX4viB8j0	6h4HbhH7okU	nan
nf2Z7aCbpwo	Bbf-jC_YIa8	6.5
nf2Z7aCbpwo	p4kVWCSzfK4	6.0
y-8zugipO5E	uJcbhRzy_UM	6.6
7ldX4viB8j0	7RkWs6P2IwE	6.6
9NPMkhwfvDY	BshxCIjNEjY	6.0
y-8zugipO5E	PNu_-deVemE	46.5
X1M-9hGo2pA	GF72AJ-um9Q	6.2
25tGhmeWVLs	jUe8uoKdHao	5.7
nf2Z7aCbpwo	Qc7UzQB8gtI	6.0
h3z9SJy_cQk	TSNerxNwWtU	5.7
nf2Z7aCbpwo	2DP4nu4fQlg	5.7
nf2Z7aCbpwo	6h4HbhH7okU	6.4
2N5Xf-8HZls	S13FrWuBMx4	5.6
2N5Xf-8HZls	HqfkxgPxbJI	6.1
9NPMkhwfvDY	tJEETLdvoKc	5.7
7Z1yBxTUvU4	tC6J6iK0yeo	6.2
2N5Xf-8HZls	6jqgxIkVwhU	6.0
7Z1yBxTUvU4	9BMnXXrvcyA	39.2
nf2Z7aCbpwo	tq4PRqa5Sjo	6.5
Jx9MFSYExK0	Pz4VsiqbMZ4	22.3
TOn04wCFXMA	k6JOJJwfnXA	nan
9NPMkhwfvDY	PNu_-deVemE	5.8
nf2Z7aCbpwo	Bbf-jC_YIa8	5.7
nf2Z7aCbpwo	W5elcOmjkuU	6.3
bu2ht9c-FFU	Qc7UzQB8gtI	13.4
7ldX4viB8j0	qhSrmV-YDO8	7.2
2N5Xf-8HZls	uFbAL4eNvU8	10.8
2N5Xf-8HZls	73sbW7gjBeo	8.2
2N5Xf-8HZls	bSwxg5HqF78	6.2
hCjyfXd1EEk	cvChjHcABPA	6.1
y-8zugipO5E	sRpcGawBuwg	9.3
7ldX4viB8j0	mYPCYboEpmk	7.1
tLf2oMCRTiY	2NRcmDlPodk	5.7
Bdn6xXoMO_E	mVXuDdYYqp4	5.9
2N5Xf-8HZls	co0Mc5CrMcc	7.0
nf2Z7aCbpwo	k4l3PAKdQCo	5.9
2N5Xf-8HZls	etQmg51jrUs	5.8
2N5Xf-8HZls	FnQPfWlCP_Y	10.4
2N5Xf-8HZls	bSwxg5HqF78	nan
2N5Xf-8HZls	791gFSrkLqU	6.6
CVtEoswwv9c	0ezhB8zMnwc	5.8
nf2Z7aCbpwo	JooMtVmd4u0	5.7
nf2Z7aCbpwo	UDmYC51KSDI	6.0
7ldX4viB8j0	0UrbnH4BTXQ	7.0
TOn04wCFXMA	w2pQysWtFpw	6.8
2N5Xf-8HZls	awMz9e5LkwQ	6.3
TOn04wCFXMA	IIzpHPf3_ZA	5.6
7ldX4viB8j0	MHYJH-XrMn0	65.1
y-8zugipO5E	aYL3kv3Dkvc	5.8
TOn04wCFXMA	9sumxNQyzTk	6.2
2N5Xf-8HZls	oTqMHlBHQyQ	nan
6zbaJc-2wdg	JQV-z8Pe4g8	5.9
2N5Xf-8HZls	gv8nDedB30M	7.2
9NPMkhwfvDY	k9A1YStg7z0	nan
2N5Xf-8HZls	ymTQkYgdNVQ	5.8
4qIGN3Sji60	NzWadezcoKc	6.2
4qIGN3Sji60	Jjkbb2p3yVg	5.8
nf2Z7aCbpwo	791gFSrkLqU	6.7
9NPMkhwfvDY	n1yxNjU7u_8	7.5
sSo_ZEjNs-I	fRJEHX15coI	10.2
4qIGN3Sji60	qTSDL94_Y7M	5.8
4qIGN3Sji60	x6OVvROaEC0	5.8
2N5Xf-8HZls	Fi1sBwV1-tU	15.8
7Z1yBxTUvU4	50Y8UBKI09k	8.7
nf2Z7aCbpwo	D5FZs3OJzR0	6.0
08rtQpDtTMo	FYMm85MKSMI	9.1
2N5Xf-8HZls	8ZCBrd_9t64	5.9
2N5Xf-8HZls	mpmUbtrbAmk	9.7
7Z1yBxTUvU4	V2jpIOKn0gc	6.5
2N5Xf-8HZls	vpyO31Jv2yo	nan
y-8zugipO5E	20Ov0cDPZy8	42.0
sSo_ZEjNs-I	YAX0h8oOdU4	23.3
hCjyfXd1EEk	6vROuedlCtk	5.9
nf2Z7aCbpwo	2Nrcx000w44	5.7
gN3KdiMDFY4	-0N1-LWqTO0	8.3
hCjyfXd1EEk	hT_nvWreIhg	146.0
2N5Xf-8HZls	Z0NCYYZsYHk	nan
DEdb3oIWO40	zKrxesI3ziE	5.8
7ldX4viB8j0	xGeEqaArOgM	5.9
DiNL10a5qHI	IcrbM1l_BoI	7.5
7ldX4viB8j0	U-hkCicE37Q	6.8
hCjyfXd1EEk	YxIiPLVR6NA	6.5
